Timestamp;Power_W
16:53:54;0,0
16:53:55;2,9
16:53:56;0,0
16:53:57;0,0
16:53:58;0,0
16:53:59;0,0
16:54:00;0,0
16:54:01;0,0
16:54:03;0,0
16:54:04;0,0
16:54:05;0,0
16:54:06;0,0
16:54:07;0,0
16:54:08;0,0
16:54:09;0,0
16:54:10;0,0
16:54:11;0,0
16:54:12;0,0
16:54:13;0,0
16:54:14;0,0
16:54:16;0,0
16:54:17;1,3
16:54:18;1,3
16:54:19;1,3
16:54:20;1,4
16:54:21;1,4
16:54:22;1,4
16:54:23;1,6
16:54:24;1,6
16:54:25;1,6
16:54:26;1,6
16:54:27;1,8
16:54:29;1,7
16:54:30;1,8
16:54:31;1,9
16:54:32;1,9
16:54:33;2,0
16:54:34;2,0
16:54:35;2,0
16:54:36;2,1
16:54:37;2,2
16:54:38;2,2
16:54:40;2,3
16:54:41;2,3
16:54:42;2,4
16:54:43;2,4
16:54:44;2,4
16:54:45;2,4
16:54:46;2,5
16:54:47;2,6
16:54:48;2,6
16:54:49;2,6
16:54:50;2,7
16:54:52;2,7
16:54:53;2,8
16:54:54;2,8
16:54:55;2,9
16:54:56;3,0
16:54:57;3,0
16:54:58;3,0
16:54:59;3,0
16:55:00;3,1
16:55:01;3,2
16:55:02;3,2
16:55:04;3,3
16:55:05;3,3
16:55:06;3,4
16:55:07;3,4
16:55:08;3,5
16:55:09;3,5
16:55:10;3,6
16:55:11;3,6
16:55:12;3,7
16:55:14;3,7
16:55:15;3,7
16:55:16;3,8
16:55:17;3,9
16:55:18;4,0
16:55:19;4,0
16:55:20;4,1
16:55:21;4,1
16:55:22;4,1
16:55:23;4,1
16:55:24;4,2
16:55:25;4,2
16:55:27;4,4
16:55:28;4,4
16:55:29;4,5
16:55:30;4,4
16:55:31;4,6
16:55:32;4,6
16:55:33;4,6
16:55:34;4,7
16:55:35;4,8
16:55:36;4,7
16:55:37;4,7
16:55:38;4,8
16:55:39;4,9
16:55:41;5,0
16:55:42;5,0
16:55:43;5,1
16:55:44;5,0
16:55:45;5,2
16:55:46;5,1
16:55:47;5,2
16:55:48;5,2
16:55:49;5,2
16:55:50;5,3
16:55:52;5,4
16:55:53;5,4
16:55:54;5,5
16:55:55;5,6
16:55:56;5,6
16:55:57;5,6
16:55:58;5,6
16:55:59;5,7
16:56:00;5,8
16:56:01;5,8
16:56:02;5,8
16:56:03;5,9
16:56:04;5,9
16:56:05;6,0
16:56:07;6,1
16:56:08;6,1
16:56:09;6,2
16:56:10;6,2
16:56:11;6,3
16:56:12;6,3
16:56:13;6,3
16:56:14;6,3
16:56:15;6,4
16:56:16;6,5
16:56:17;6,5
16:56:18;6,5
16:56:20;6,8
16:56:21;6,8
16:56:22;6,8
16:56:23;6,8
16:56:24;6,7
16:56:25;6,7
16:56:26;6,8
16:56:27;6,7
16:56:28;6,7
16:56:29;6,7
16:56:30;6,7
16:56:31;6,7
16:56:32;6,7
16:56:33;6,7
16:56:35;6,7
16:56:36;6,7
16:56:37;6,7
16:56:38;6,7
16:56:39;6,7
16:56:40;6,7
16:56:41;6,7
16:56:42;6,7
16:56:43;6,7
16:56:44;6,7
16:56:45;6,7
16:56:46;6,7
16:56:47;6,7
16:56:48;6,7
16:56:50;6,7
16:56:51;6,7
16:56:52;6,6
16:56:53;6,7
16:56:54;6,7
16:56:55;6,7
16:56:56;6,7
16:56:57;6,7
16:56:58;6,7
16:56:59;6,8
16:57:00;6,7
16:57:01;6,7
16:57:02;6,7
16:57:04;6,7
16:57:05;6,8
16:57:06;6,7
16:57:07;6,7
16:57:08;6,7
16:57:09;6,7
16:57:10;6,7
16:57:11;6,7
16:57:12;6,7
16:57:13;6,7
16:57:14;6,7
16:57:15;6,6
16:57:16;6,7
16:57:17;6,7
16:57:19;6,7
16:57:20;6,7
16:57:21;6,6
16:57:22;6,6
16:57:23;6,7
16:57:24;6,8
16:57:25;6,7
16:57:26;6,7
16:57:27;6,6
16:57:28;6,7
16:57:29;6,7
16:57:30;6,7
16:57:31;6,6
16:57:32;6,7
16:57:34;6,7
16:57:35;6,7
16:57:36;6,7
16:57:37;6,7
16:57:38;6,7
16:57:39;6,7
16:57:40;6,7
16:57:41;6,6
16:57:42;6,7
16:57:43;6,7
16:57:44;6,7
16:57:45;6,7
16:57:47;6,6
16:57:48;6,7
16:57:49;6,7
16:57:50;6,7
16:57:51;6,7
16:57:52;6,7
16:57:53;6,7
16:57:54;6,7
16:57:55;6,7
16:57:56;6,7
16:57:57;6,6
16:57:58;6,7
16:58:00;6,7
16:58:01;6,7
16:58:02;6,6
16:58:03;6,7
16:58:04;6,6
16:58:05;6,7
16:58:06;6,7
16:58:07;6,6
16:58:08;6,7
16:58:09;6,6
16:58:10;6,7
16:58:11;6,7
16:58:12;6,7
16:58:14;6,6
16:58:15;6,7
16:58:16;6,6
16:58:17;6,7
16:58:18;6,7
16:58:19;6,7
16:58:20;6,7
16:58:21;6,6
16:58:22;6,7
16:58:23;6,6
16:58:24;6,7
16:58:25;6,7
16:58:26;6,7
16:58:28;6,7
16:58:29;6,6
16:58:30;6,7
16:58:31;6,6
16:58:32;6,6
16:58:33;6,6
16:58:34;6,6
16:58:35;6,7
16:58:36;6,7
16:58:37;6,6
16:58:38;6,7
16:58:39;6,6
16:58:40;6,6
16:58:42;6,6
16:58:43;6,7
16:58:44;6,7
16:58:45;6,7
16:58:46;6,6
16:58:47;6,7
16:58:48;6,6
16:58:49;6,7
16:58:50;6,7
16:58:52;6,6
16:58:53;6,7
16:58:54;6,7
16:58:55;6,7
16:58:56;6,6
16:58:58;6,7
16:58:59;6,6
16:59:00;6,7
16:59:01;6,7
16:59:02;6,6
16:59:03;6,6
16:59:04;6,6
16:59:05;6,7
16:59:07;6,7
16:59:08;6,7
16:59:09;6,6
16:59:10;6,6
16:59:11;6,7
16:59:12;6,7
16:59:13;6,7
16:59:14;6,6
16:59:15;6,7
16:59:16;6,7
16:59:18;6,6
16:59:19;6,6
16:59:20;6,6
16:59:21;6,6
16:59:22;6,6
16:59:23;6,6
16:59:24;6,6
16:59:25;6,6
16:59:26;6,7
16:59:27;6,7
16:59:28;6,6
16:59:30;6,6
16:59:31;6,6
16:59:32;6,7
16:59:33;6,6
16:59:34;6,6
16:59:35;6,6
16:59:36;6,6
16:59:37;6,6
16:59:38;6,7
16:59:39;6,6
16:59:40;6,5
16:59:41;6,6
16:59:42;6,7
16:59:43;6,6
16:59:45;6,6
16:59:46;6,7
16:59:47;6,6
16:59:48;6,7
16:59:49;6,7
16:59:50;6,6
16:59:51;6,6
16:59:52;6,7
16:59:53;6,6
16:59:54;6,6
16:59:55;6,6
16:59:56;6,6
16:59:57;6,6
16:59:59;6,5
17:00:00;6,6
17:00:01;6,7
17:00:02;6,6
17:00:03;6,6
17:00:04;6,5
17:00:05;6,6
17:00:06;6,6
17:00:07;6,5
17:00:08;6,6
17:00:09;6,6
17:00:10;6,6
17:00:11;6,6
17:00:13;6,6
17:00:14;6,6
17:00:15;6,5
17:00:16;6,5
17:00:17;6,6
17:00:18;6,6
17:00:19;6,6
17:00:20;6,6
17:00:21;6,6
17:00:22;6,6
17:00:23;6,5
17:00:24;6,6
17:00:25;6,6
17:00:27;6,7
17:00:28;6,6
17:00:29;6,6
17:00:30;6,6
17:00:31;6,5
17:00:32;6,5
17:00:33;6,5
17:00:34;6,6
17:00:35;6,6
17:00:36;6,6
17:00:37;6,6
17:00:38;6,6
17:00:39;6,6
17:00:41;6,6
17:00:42;6,6
17:00:43;6,5
17:00:44;6,5
17:00:45;6,5
17:00:46;6,5
17:00:47;6,6
17:00:48;6,6
17:00:49;6,6
17:00:50;6,6
17:00:51;6,6
17:00:52;6,5
17:00:53;6,5
17:00:54;6,5
17:00:56;6,6
17:00:57;6,6
17:00:58;6,6
17:00:59;6,5
17:01:00;6,6
17:01:01;6,6
17:01:02;6,6
17:01:03;6,5
17:01:04;6,5
17:01:05;6,6
17:01:06;6,6
17:01:07;6,6
17:01:08;6,6
17:01:09;6,6
17:01:11;6,5
17:01:12;6,7
17:01:13;6,6
17:01:14;6,6
17:01:15;6,6
17:01:16;6,6
17:01:17;6,5
17:01:18;6,6
17:01:19;6,5
17:01:20;6,5
17:01:21;6,6
17:01:23;6,6
17:01:24;6,6
17:01:25;6,6
17:01:26;6,6
17:01:27;6,6
17:01:28;6,6
17:01:29;6,6
17:01:30;6,5
17:01:31;6,5
17:01:32;6,5
17:01:33;6,5
17:01:34;6,6
17:01:35;6,6
17:01:36;6,5
17:01:38;6,5
17:01:39;6,5
17:01:40;6,6
17:01:41;6,6
17:01:42;6,6
17:01:43;6,5
17:01:44;6,6
17:01:45;6,6
17:01:46;6,5
17:01:47;6,6
17:01:48;6,6
17:01:49;6,5
17:01:50;6,6
17:01:51;6,5
17:01:53;6,6
17:01:54;6,6
17:01:55;6,6
17:01:56;6,5
17:01:57;6,5
17:01:58;6,5
17:01:59;6,6
17:02:00;6,5
17:02:01;6,5
17:02:02;6,6
17:02:03;6,6
17:02:04;6,6
17:02:05;6,6
17:02:07;6,6
17:02:08;6,6
17:02:09;6,5
17:02:10;6,5
17:02:11;6,5
17:02:12;6,5
17:02:13;6,5
17:02:14;6,5
17:02:15;6,6
17:02:16;6,6
17:02:17;6,6
17:02:18;6,5
17:02:19;6,6
17:02:21;6,6
17:02:22;6,7
17:02:23;6,6
17:02:24;6,5
17:02:25;6,5
17:02:26;6,5
17:02:27;6,6
17:02:28;6,6
17:02:29;6,6
17:02:30;6,5
17:02:31;6,5
17:02:32;6,6
17:02:33;6,6
17:02:34;6,5
17:02:36;6,5
17:02:37;6,6
17:02:38;6,5
17:02:39;6,5
17:02:40;6,5
17:02:41;6,5
17:02:42;6,6
17:02:43;6,6
17:02:44;6,5
17:02:45;6,6
17:02:46;6,5
17:02:47;6,5
17:02:48;6,5
17:02:50;6,4
17:02:51;6,4
17:02:52;6,4
17:02:53;6,4
17:02:54;6,5
17:02:55;6,5
17:02:56;6,5
17:02:57;6,5
17:02:58;6,5
17:02:59;6,5
17:03:00;6,6
17:03:01;6,6
17:03:02;6,5
17:03:04;6,5
17:03:05;6,5
17:03:06;6,6
17:03:07;6,6
17:03:08;6,5
17:03:09;6,4
17:03:10;6,5
17:03:11;6,4
17:03:12;6,5
17:03:13;6,5
17:03:14;6,5
17:03:15;6,5
17:03:16;6,5
17:03:17;6,5
17:03:19;6,5
17:03:20;6,5
17:03:21;6,5
17:03:22;6,5
17:03:23;6,5
17:03:24;6,5
17:03:25;6,5
17:03:26;6,5
17:03:27;6,5
17:03:28;6,5
17:03:29;6,6
17:03:30;6,5
17:03:31;6,5
17:03:33;6,5
17:03:34;6,5
17:03:35;6,4
17:03:36;6,5
17:03:37;6,5
17:03:38;6,5
17:03:39;6,4
17:03:40;6,5
17:03:41;6,5
17:03:42;6,5
17:03:43;6,5
17:03:44;6,5
17:03:45;6,5
17:03:46;6,5
17:03:47;6,5
17:03:49;6,5
17:03:50;6,5
17:03:51;6,4
17:03:52;6,5
17:03:53;6,5
17:03:54;6,5
17:03:55;6,5
17:03:56;6,5
17:03:57;6,5
17:03:58;6,5
17:03:59;6,4
17:04:00;6,5
17:04:01;6,4
17:04:02;6,5
17:04:04;6,4
17:04:05;6,4
17:04:06;6,5
17:04:07;6,5
17:04:08;6,4
17:04:09;6,5
17:04:10;6,4
17:04:11;6,5
17:04:12;6,5
17:04:13;6,5
17:04:14;6,5
17:04:15;6,4
17:04:16;6,5
17:04:17;6,4
17:04:19;6,5
17:04:20;6,5
17:04:21;6,5
17:04:22;6,6
17:04:23;6,5
17:04:24;6,5
17:04:25;6,5
17:04:26;6,5
17:04:27;6,5
17:04:28;6,5
17:04:29;6,5
17:04:30;6,4
17:04:31;6,5
17:04:33;6,5
17:04:34;6,5
17:04:35;6,5
17:04:36;6,5
17:04:37;6,5
17:04:38;6,5
17:04:39;6,5
17:04:40;6,4
17:04:41;6,5
17:04:42;6,5
17:04:43;6,4
17:04:44;6,4
17:04:45;6,5
17:04:46;6,4
17:04:48;6,5
17:04:49;6,5
17:04:50;6,4
17:04:51;6,4
17:04:52;6,5
17:04:53;6,4
17:04:54;6,5
17:04:55;6,5
17:04:56;6,5
17:04:57;6,5
17:04:58;6,5
17:05:00;6,5
17:05:01;6,4
17:05:02;6,4
17:05:03;6,6
17:05:04;6,5
17:05:05;6,5
17:05:06;6,5
17:05:07;6,5
17:05:08;6,5
17:05:09;6,4
17:05:10;6,5
17:05:11;6,5
17:05:12;6,5
17:05:14;6,4
